invoice_id,order_id,customer_name,gross_order_value,created_at,merchant_id,tax_amount,net_receivable,status
INV_2026_300025,ORD_INV_200025,Pooja Mehta,11104.92,2026-03-02 03:45:00,MID_RAZORPAY_8839,1998.89,10842.84,INVOICED
INV_2026_300026,ORD_INV_200026,Meera Nambiar,33029.67,2026-03-02 04:30:00,MID_RAZORPAY_8839,5945.34,32250.17,INVOICED
INV_2026_300027,ORD_INV_200027,Vikram Malhotra,6082.68,2026-03-02 05:15:00,MID_RAZORPAY_8839,1094.88,5939.13,INVOICED
INV_2026_300028,ORD_INV_200028,Ishaan Khatter,12184.78,2026-03-02 06:00:00,MID_RAZORPAY_8839,2193.26,11897.21,INVOICED
INV_2026_300029,ORD_INV_200029,Rahul Dravid,41825.99,2026-03-02 06:45:00,MID_RAZORPAY_8839,7528.68,40838.9,INVOICED
INV_2026_300030,ORD_INV_200030,Siddharth Nair,44783.42,2026-03-02 07:30:00,MID_RAZORPAY_8839,8061.02,43726.53,INVOICED
INV_2026_300031,ORD_INV_200031,Neha Gupta,5752.84,2026-03-02 08:15:00,MID_RAZORPAY_8839,1035.51,5617.07,INVOICED
INV_2026_300032,ORD_INV_200032,Sneha Kulkarni,1289.18,2026-03-02 09:00:00,MID_RAZORPAY_8839,232.05,1258.76,INVOICED
INV_2026_300033,ORD_INV_200033,Nikhil Chopra,671.07,2026-03-02 09:45:00,MID_RAZORPAY_8839,120.79,655.23,INVOICED
INV_2026_300034,ORD_INV_200034,Priya Patel,40777.0,2026-03-02 10:30:00,MID_RAZORPAY_8839,7339.86,39814.66,INVOICED
INV_2026_300035,ORD_INV_200035,Karan Singhania,12784.01,2026-03-02 11:15:00,MID_RAZORPAY_8839,2301.12,12482.31,INVOICED
INV_2026_300036,ORD_INV_200036,Ishaan Khatter,32647.69,2026-03-02 12:00:00,MID_RAZORPAY_8839,5876.58,31877.21,INVOICED
INV_2026_300037,ORD_INV_200037,Meera Nambiar,11199.83,2026-03-02 12:45:00,MID_RAZORPAY_8839,2015.97,10935.51,INVOICED
INV_2026_300038,ORD_INV_200038,Ishaan Khatter,4561.65,2026-03-02 13:30:00,MID_RAZORPAY_8839,821.1,4454.0,INVOICED
INV_2026_300039,ORD_INV_200039,Rhea Kapoor,18705.72,2026-03-02 14:15:00,MID_RAZORPAY_8839,3367.03,18264.27,INVOICED
INV_2026_300040,ORD_INV_200040,Priya Patel,18327.04,2026-03-02 15:00:00,MID_RAZORPAY_8839,3298.87,17894.52,INVOICED
INV_2026_300041,ORD_INV_200041,Karan Singhania,8904.5,2026-03-02 15:45:00,MID_RAZORPAY_8839,1602.81,8694.35,INVOICED
INV_2026_300042,ORD_INV_200042,Nikhil Chopra,19187.02,2026-03-02 16:30:00,MID_RAZORPAY_8839,3453.66,18734.21,INVOICED
INV_2026_300043,ORD_INV_200043,Aditya Joshi,39395.8,2026-03-02 17:15:00,MID_RAZORPAY_8839,7091.24,38466.05,INVOICED
INV_2026_300044,ORD_INV_200043,Vikram Malhotra,2608.77,2026-03-02 18:00:00,MID_RAZORPAY_8839,469.58,2547.2,INVOICED
INV_2026_300045,ORD_INV_200045,Nikhil Chopra,41712.29,2026-03-02 18:45:00,MID_RAZORPAY_8839,7508.21,40727.87,INVOICED
INV_2026_300046,ORD_INV_200046,Sneha Kulkarni,22033.88,2026-03-02 19:30:00,MID_RAZORPAY_8839,3966.1,21513.88,INVOICED
INV_2026_300047,ORD_INV_200047,Siddharth Nair,7701.05,2026-03-02 20:15:00,MID_RAZORPAY_8839,1386.19,7519.31,INVOICED
INV_2026_300048,ORD_INV_200048,Aarav Sharma,41719.03,2026-03-02 21:00:00,MID_RAZORPAY_8839,7509.43,40734.46,INVOICED
INV_2026_300049,ORD_INV_200049,Varun Dhawan,31452.81,2026-03-02 21:45:00,MID_RAZORPAY_8839,5661.51,30710.52,INVOICED
INV_2026_300050,ORD_INV_200050,Nikhil Chopra,8828.94,2026-03-02 22:30:00,MID_RAZORPAY_8839,1589.21,8620.58,INVOICED
INV_2026_300051,ORD_INV_200051,Siddharth Nair,33747.11,2026-03-02 23:15:00,MID_RAZORPAY_8839,6074.48,32950.68,INVOICED
INV_2026_300052,ORD_INV_200052,Priya Patel,22802.27,2026-03-03 00:00:00,MID_RAZORPAY_8839,4104.41,22264.13,INVOICED
INV_2026_300053,ORD_INV_200053,Tanvi Deshmukh,43248.78,2026-03-03 00:45:00,MID_RAZORPAY_8839,7784.78,42228.1,INVOICED
INV_2026_300054,ORD_INV_200054,Vikram Malhotra,26918.32,2026-03-03 01:30:00,MID_RAZORPAY_8839,4845.3,26283.04,INVOICED
INV_2026_300055,ORD_INV_200055,Sneha Kulkarni,42392.27,2026-03-03 02:15:00,MID_RAZORPAY_8839,7630.61,41391.81,INVOICED
INV_2026_300056,ORD_INV_200056,Meera Nambiar,28005.38,2026-03-03 03:00:00,MID_RAZORPAY_8839,5040.97,27344.45,INVOICED
INV_2026_300057,ORD_INV_200057,Rhea Kapoor,42084.63,2026-03-03 03:45:00,MID_RAZORPAY_8839,7575.23,41091.44,INVOICED
INV_2026_300058,ORD_INV_200058,Siddharth Nair,12209.69,2026-03-03 04:30:00,MID_RAZORPAY_8839,2197.74,11921.55,INVOICED
INV_2026_300059,ORD_INV_200059,Rohit Verma,14467.31,2026-03-03 05:15:00,MID_RAZORPAY_8839,2604.12,14125.88,INVOICED
INV_2026_300060,ORD_INV_200060,Vikram Malhotra,28084.76,2026-03-03 06:00:00,MID_RAZORPAY_8839,5055.26,27421.95,INVOICED
INV_2026_300061,ORD_INV_200061,Meera Nambiar,24355.38,2026-03-03 06:45:00,MID_RAZORPAY_8839,4383.97,23780.59,INVOICED
INV_2026_300062,ORD_INV_200062,Tanvi Deshmukh,42020.03,2026-03-03 07:30:00,MID_RAZORPAY_8839,7563.61,41028.36,INVOICED
INV_2026_300063,ORD_INV_200063,Vikram Malhotra,13074.69,2026-03-03 08:15:00,MID_RAZORPAY_8839,2353.44,12766.13,INVOICED
INV_2026_300064,ORD_INV_200064,Varun Dhawan,27661.41,2026-03-03 09:00:00,MID_RAZORPAY_8839,4979.05,27008.6,INVOICED
INV_2026_300065,ORD_INV_200065,Tanvi Deshmukh,41952.91,2026-03-03 09:45:00,MID_RAZORPAY_8839,7551.52,40962.82,INVOICED
INV_2026_300066,ORD_INV_200066,Ananya Rao,5503.89,2026-03-03 10:30:00,MID_RAZORPAY_8839,990.7,5374.0,INVOICED
INV_2026_300067,ORD_INV_200067,Ananya Rao,12510.35,2026-03-03 11:15:00,MID_RAZORPAY_8839,2251.86,12215.1,INVOICED
INV_2026_300068,ORD_INV_200068,Rahul Dravid,9440.62,2026-03-03 12:00:00,MID_RAZORPAY_8839,1699.31,9217.82,INVOICED
INV_2026_300069,ORD_INV_200069,Aditya Joshi,11562.56,2026-03-03 12:45:00,MID_RAZORPAY_8839,2081.26,11289.68,INVOICED
INV_2026_300070,ORD_INV_200070,Priya Patel,37380.39,2026-03-03 13:30:00,MID_RAZORPAY_8839,6728.47,36498.21,INVOICED
INV_2026_300071,ORD_INV_200071,Priya Patel,34780.47,2026-03-03 14:15:00,MID_RAZORPAY_8839,6260.48,33959.65,INVOICED
INV_2026_300072,ORD_INV_200072,Aditya Joshi,24982.53,2026-03-03 15:00:00,MID_RAZORPAY_8839,4496.86,24392.94,INVOICED
INV_2026_300073,ORD_INV_200073,Rhea Kapoor,5345.17,2026-03-03 15:45:00,MID_RAZORPAY_8839,962.13,5219.03,INVOICED
INV_2026_300074,ORD_INV_200074,Rohit Verma,37614.67,2026-03-03 16:30:00,MID_RAZORPAY_8839,6770.64,36726.97,INVOICED
INV_2026_300075,ORD_INV_200075,Meera Nambiar,19539.98,2026-03-03 17:15:00,MID_RAZORPAY_8839,3517.2,19078.84,INVOICED
INV_2026_300076,ORD_INV_200076,Priya Patel,40489.52,2026-03-03 18:00:00,MID_RAZORPAY_8839,7288.11,39533.97,INVOICED
INV_2026_300077,ORD_INV_200077,Priya Patel,30804.28,2026-03-03 18:45:00,MID_RAZORPAY_8839,5544.77,30077.29,INVOICED
INV_2026_300078,ORD_INV_200078,Ananya Rao,43831.82,2026-03-03 19:30:00,MID_RAZORPAY_8839,7889.73,42797.38,INVOICED
INV_2026_300079,ORD_INV_200079,Rohit Verma,43937.6,2026-03-03 20:15:00,MID_RAZORPAY_8839,7908.77,42900.67,INVOICED
INV_2026_300080,ORD_INV_200080,Deepika Sen,8358.45,2026-03-03 21:00:00,MID_RAZORPAY_8839,1504.52,8161.19,INVOICED
INV_2026_300081,ORD_INV_200081,Karan Singhania,12262.87,2026-03-03 21:45:00,MID_RAZORPAY_8839,2207.32,11973.46,INVOICED
INV_2026_300082,ORD_INV_200082,Ananya Rao,38686.19,2026-03-03 22:30:00,MID_RAZORPAY_8839,6963.51,37773.2,INVOICED
INV_2026_300083,ORD_INV_200083,Sneha Kulkarni,15962.25,2026-03-03 23:15:00,MID_RAZORPAY_8839,2873.21,15585.53,INVOICED
INV_2026_300084,ORD_INV_200084,Sneha Kulkarni,29820.48,2026-03-04 00:00:00,MID_RAZORPAY_8839,5367.69,29116.72,INVOICED
INV_2026_300085,ORD_INV_200085,Manish Tiwari,38943.36,2026-03-04 00:45:00,MID_RAZORPAY_8839,7009.8,38024.29,INVOICED
INV_2026_300086,ORD_INV_200086,Aditya Joshi,30690.48,2026-03-04 01:30:00,MID_RAZORPAY_8839,5524.29,29966.18,INVOICED
INV_2026_300087,ORD_INV_200087,Nikhil Chopra,5500.01,2026-03-04 02:15:00,MID_RAZORPAY_8839,990.0,5370.21,INVOICED
INV_2026_300088,ORD_INV_200088,Aditya Joshi,2058.18,2026-03-04 03:00:00,MID_RAZORPAY_8839,370.47,2009.61,INVOICED
INV_2026_300089,ORD_INV_200089,Rahul Dravid,32879.54,2026-03-04 03:45:00,MID_RAZORPAY_8839,5918.32,32103.58,INVOICED
INV_2026_300090,ORD_INV_200090,Karan Singhania,17548.98,2026-03-04 04:30:00,MID_RAZORPAY_8839,3158.82,17134.82,INVOICED
INV_2026_300091,ORD_INV_200091,Meera Nambiar,2331.86,2026-03-04 05:15:00,MID_RAZORPAY_8839,419.73,2276.82,INVOICED
INV_2026_300092,ORD_INV_200092,Rhea Kapoor,16612.49,2026-03-04 06:00:00,MID_RAZORPAY_8839,2990.25,16220.43,INVOICED
INV_2026_300093,ORD_INV_200093,Vikram Malhotra,29970.25,2026-03-04 06:45:00,MID_RAZORPAY_8839,5394.65,29262.95,INVOICED
INV_2026_300094,ORD_INV_200094,Ananya Rao,30126.77,2026-03-04 07:30:00,MID_RAZORPAY_8839,5422.82,29415.77,INVOICED
INV_2026_300095,ORD_INV_200095,Karan Singhania,25104.52,2026-03-04 08:15:00,MID_RAZORPAY_8839,4518.81,24512.05,INVOICED
INV_2026_300096,ORD_INV_200096,Siddharth Nair,30592.25,2026-03-04 09:00:00,MID_RAZORPAY_8839,5506.61,29870.27,INVOICED
INV_2026_300097,ORD_INV_200097,Deepika Sen,18481.26,2026-03-04 09:45:00,MID_RAZORPAY_8839,3326.63,18045.1,INVOICED
INV_2026_300098,ORD_INV_200098,Aarav Sharma,9734.66,2026-03-04 10:30:00,MID_RAZORPAY_8839,1752.24,9504.93,INVOICED
INV_2026_300099,ORD_INV_200099,Meera Nambiar,21111.72,2026-03-04 11:15:00,MID_RAZORPAY_8839,3800.11,20613.49,INVOICED
INV_2026_300100,ORD_INV_200100,Varun Dhawan,35790.29,2026-03-04 12:00:00,MID_RAZORPAY_8839,6442.25,34945.63,INVOICED
INV_2026_300101,ORD_INV_200101,Deepika Sen,23364.93,2026-03-04 12:45:00,MID_RAZORPAY_8839,4205.69,22813.52,INVOICED
INV_2026_300102,ORD_INV_200102,Rahul Dravid,36892.61,2026-03-04 13:30:00,MID_RAZORPAY_8839,6640.67,36021.95,INVOICED
INV_2026_300103,ORD_INV_200103,Sneha Kulkarni,36363.03,2026-03-04 14:15:00,MID_RAZORPAY_8839,6545.35,35504.86,INVOICED
INV_2026_300104,ORD_INV_200104,Rohit Verma,11282.22,2026-03-04 15:00:00,MID_RAZORPAY_8839,2030.8,11015.96,INVOICED
INV_2026_300105,ORD_INV_200105,Ishaan Khatter,20684.33,2026-03-04 15:45:00,MID_RAZORPAY_8839,3723.18,20196.18,INVOICED
INV_2026_300106,ORD_INV_200106,Meera Nambiar,22423.94,2026-03-04 16:30:00,MID_RAZORPAY_8839,4036.31,21894.73,INVOICED
INV_2026_300107,ORD_INV_200107,Sneha Kulkarni,40207.26,2026-03-04 17:15:00,MID_RAZORPAY_8839,7237.31,39258.36,INVOICED
INV_2026_300108,ORD_INV_200108,Ananya Rao,8203.34,2026-03-04 18:00:00,MID_RAZORPAY_8839,1476.6,8009.74,INVOICED
INV_2026_300109,ORD_INV_200109,Tanvi Deshmukh,25238.17,2026-03-04 18:45:00,MID_RAZORPAY_8839,4542.87,24642.55,INVOICED
INV_2026_300110,ORD_INV_200110,Ananya Rao,36133.25,2026-03-04 19:30:00,MID_RAZORPAY_8839,6503.99,35280.5,INVOICED
UNRECORDED_ERP_DRAFT,ORD_INV_200111,Tanvi Deshmukh,42769.27,2026-03-04 20:15:00,MID_RAZORPAY_8839,7698.47,41759.91,INVOICED
INV_2026_300112,ORD_INV_200112,Varun Dhawan,37434.91,2026-03-04 21:00:00,MID_RAZORPAY_8839,6738.28,36551.44,INVOICED
INV_2026_300113,ORD_INV_200113,Nikhil Chopra,33554.22,2026-03-04 21:45:00,MID_RAZORPAY_8839,6039.76,32762.35,INVOICED
INV_2026_300114,ORD_INV_200114,Ishaan Khatter,33916.83,2026-03-04 22:30:00,MID_RAZORPAY_8839,6105.03,33116.39,INVOICED
INV_2026_300115,ORD_INV_200115,Aditya Joshi,28334.32,2026-03-04 23:15:00,MID_RAZORPAY_8839,5100.18,27665.63,INVOICED
INV_2026_300116,ORD_INV_200116,Aditya Joshi,32209.78,2026-03-05 00:00:00,MID_RAZORPAY_8839,5797.76,31449.62,INVOICED
INV_2026_300117,ORD_INV_200117,Sneha Kulkarni,14625.03,2026-03-05 00:45:00,MID_RAZORPAY_8839,2632.51,14279.88,INVOICED
INV_2026_300118,ORD_INV_200118,Nikhil Chopra,7084.59,2026-03-05 01:30:00,MID_RAZORPAY_8839,1275.23,6917.4,INVOICED
INV_2026_300119,ORD_INV_200119,Manish Tiwari,3217.82,2026-03-05 02:15:00,MID_RAZORPAY_8839,579.21,3141.88,INVOICED
INV_2026_300120,ORD_INV_200120,Rhea Kapoor,18914.32,2026-03-05 03:00:00,MID_RAZORPAY_8839,3404.58,18467.94,INVOICED
INV_2026_300121,ORD_INV_200121,Siddharth Nair,40751.04,2026-03-05 03:45:00,MID_RAZORPAY_8839,7335.19,39789.32,INVOICED
INV_2026_300122,ORD_INV_200122,Meera Nambiar,21647.15,2026-03-05 04:30:00,MID_RAZORPAY_8839,3896.49,21136.28,INVOICED
INV_2026_300123,ORD_INV_200123,Neha Gupta,38456.45,2026-03-05 05:15:00,MID_RAZORPAY_8839,6922.16,37548.88,INVOICED
INV_2026_300124,ORD_INV_200124,Rhea Kapoor,22149.45,2026-03-05 06:00:00,MID_RAZORPAY_8839,3986.9,21626.72,INVOICED
INV_2026_300125,ORD_INV_200125,Aditya Joshi,1645.96,2026-03-05 06:45:00,MID_RAZORPAY_8839,296.27,1607.11,INVOICED
INV_2026_300126,ORD_INV_200126,Karan Singhania,37878.58,2026-03-05 07:30:00,MID_RAZORPAY_8839,6818.14,36984.65,INVOICED
INV_2026_300127,ORD_INV_200127,Rohit Verma,40844.37,2026-03-05 08:15:00,MID_RAZORPAY_8839,7351.99,39880.44,INVOICED
INV_2026_300128,ORD_INV_200128,Meera Nambiar,4098.25,2026-03-05 09:00:00,MID_RAZORPAY_8839,737.69,4001.53,INVOICED
INV_2026_300129,ORD_INV_200129,Rhea Kapoor,8464.2,2026-03-05 09:45:00,MID_RAZORPAY_8839,1523.56,8264.45,INVOICED
INV_2026_300130,ORD_INV_200130,Aditya Joshi,9800.63,2026-03-05 10:30:00,MID_RAZORPAY_8839,1764.11,9569.34,INVOICED
INV_2026_300131,ORD_INV_200131,Karan Singhania,12774.16,2026-03-05 11:15:00,MID_RAZORPAY_8839,2299.35,12472.69,INVOICED
INV_2026_300132,ORD_INV_200132,Rhea Kapoor,21349.2,2026-03-05 12:00:00,MID_RAZORPAY_8839,3842.86,20845.36,INVOICED
INV_2026_300133,ORD_INV_200133,Nikhil Chopra,10361.52,2026-03-05 12:45:00,MID_RAZORPAY_8839,1865.07,10116.99,INVOICED
INV_2026_300134,ORD_INV_200134,Vikram Malhotra,42750.16,2026-03-05 13:30:00,MID_RAZORPAY_8839,7695.03,41741.26,INVOICED
INV_2026_300135,ORD_INV_200135,Siddharth Nair,11001.03,2026-03-05 14:15:00,MID_RAZORPAY_8839,1980.19,10741.41,INVOICED
INV_2026_300136,ORD_INV_200136,Ishaan Khatter,21113.77,2026-03-05 15:00:00,MID_RAZORPAY_8839,3800.48,20615.48,INVOICED
INV_2026_300137,ORD_INV_200137,Aditya Joshi,27403.11,2026-03-05 15:45:00,MID_RAZORPAY_8839,4932.56,26756.4,INVOICED
INV_2026_300138,ORD_INV_200138,Ananya Rao,5176.61,2026-03-05 16:30:00,MID_RAZORPAY_8839,931.79,5054.44,INVOICED
INV_2026_300139,ORD_INV_200139,Aarav Sharma,18060.62,2026-03-05 17:15:00,MID_RAZORPAY_8839,3250.91,17634.39,INVOICED
INV_2026_300140,ORD_INV_200140,Siddharth Nair,4899.89,2026-03-05 18:00:00,MID_RAZORPAY_8839,881.98,4784.25,INVOICED
INV_2026_300141,ORD_INV_200141,Pooja Mehta,35901.55,2026-03-05 18:45:00,MID_RAZORPAY_8839,6462.28,35054.27,INVOICED
INV_2026_300142,ORD_INV_200142,Meera Nambiar,24137.08,2026-03-05 19:30:00,MID_RAZORPAY_8839,4344.67,23567.45,INVOICED
INV_2026_300143,ORD_INV_200143,Neha Gupta,914.92,2026-03-05 20:15:00,MID_RAZORPAY_8839,164.69,893.33,INVOICED
INV_2026_300144,ORD_INV_200144,Rhea Kapoor,19706.82,2026-03-05 21:00:00,MID_RAZORPAY_8839,3547.23,19241.73,INVOICED
INV_2026_300145,ORD_INV_200145,Neha Gupta,19794.5,2026-03-05 21:45:00,MID_RAZORPAY_8839,3563.01,19327.35,INVOICED
INV_2026_300146,ORD_INV_200146,Tanvi Deshmukh,21106.61,2026-03-05 22:30:00,MID_RAZORPAY_8839,3799.19,20608.5,INVOICED
INV_2026_300147,ORD_INV_200147,Meera Nambiar,38378.99,2026-03-05 23:15:00,MID_RAZORPAY_8839,6908.22,37473.25,INVOICED
INV_2026_300148,ORD_INV_200148,Vikram Malhotra,11238.5,2026-03-06 00:00:00,MID_RAZORPAY_8839,2022.93,10973.27,INVOICED
INV_2026_300149,ORD_INV_200149,Varun Dhawan,15370.11,2026-03-06 00:45:00,MID_RAZORPAY_8839,2766.62,15007.38,INVOICED
INV_2026_300150,ORD_INV_200150,Ishaan Khatter,22119.1,2026-03-06 01:30:00,MID_RAZORPAY_8839,3981.44,21597.09,INVOICED
INV_2026_300151,ORD_INV_200151,Neha Gupta,12836.75,2026-03-06 02:15:00,MID_RAZORPAY_8839,2310.62,12533.8,INVOICED
INV_2026_300152,ORD_INV_200152,Rahul Dravid,23417.41,2026-03-06 03:00:00,MID_RAZORPAY_8839,4215.13,22864.76,INVOICED
INV_2026_300153,ORD_INV_200153,Siddharth Nair,32501.33,2026-03-06 03:45:00,MID_RAZORPAY_8839,5850.24,31734.29,INVOICED
INV_2026_300154,ORD_INV_200154,Ishaan Khatter,31185.71,2026-03-06 04:30:00,MID_RAZORPAY_8839,5613.43,30449.73,INVOICED
INV_2026_300155,ORD_INV_200155,Ishaan Khatter,4504.83,2026-03-06 05:15:00,MID_RAZORPAY_8839,810.87,4398.51,INVOICED
INV_2026_300156,ORD_INV_200156,Sneha Kulkarni,14022.1,2026-03-06 06:00:00,MID_RAZORPAY_8839,2523.98,13691.18,INVOICED
INV_2026_300157,ORD_INV_200157,Meera Nambiar,25062.57,2026-03-06 06:45:00,MID_RAZORPAY_8839,4511.26,24471.09,INVOICED
INV_2026_300158,ORD_INV_200158,Neha Gupta,16058.34,2026-03-06 07:30:00,MID_RAZORPAY_8839,2890.5,15679.36,INVOICED
INV_2026_300159,ORD_INV_200159,Varun Dhawan,11575.17,2026-03-06 08:15:00,MID_RAZORPAY_8839,2083.53,11302.0,INVOICED
INV_2026_300160,ORD_INV_200160,Ananya Rao,5688.12,2026-03-06 09:00:00,MID_RAZORPAY_8839,1023.86,5553.88,INVOICED
INV_2026_300161,ORD_INV_200161,Nikhil Chopra,10011.57,2026-03-06 09:45:00,MID_RAZORPAY_8839,1802.08,9775.3,INVOICED
INV_2026_300162,ORD_INV_200162,Ishaan Khatter,44129.8,2026-03-06 10:30:00,MID_RAZORPAY_8839,7943.36,43088.33,INVOICED
INV_2026_300163,ORD_INV_200163,Siddharth Nair,16463.34,2026-03-06 11:15:00,MID_RAZORPAY_8839,2963.4,16074.8,INVOICED
INV_2026_300164,ORD_INV_200164,Pooja Mehta,12598.0,2026-03-06 12:00:00,MID_RAZORPAY_8839,2267.64,12300.69,INVOICED
INV_2026_300165,ORD_INV_200165,Priya Patel,31489.69,2026-03-06 12:45:00,MID_RAZORPAY_8839,5668.14,30746.54,INVOICED
INV_2026_300166,ORD_INV_200166,Rohit Verma,39316.94,2026-03-06 13:30:00,MID_RAZORPAY_8839,7077.05,38389.06,INVOICED
INV_2026_300167,ORD_INV_200167,Meera Nambiar,21724.59,2026-03-06 14:15:00,MID_RAZORPAY_8839,3910.43,21211.89,INVOICED
INV_2026_300168,ORD_INV_200168,Karan Singhania,11623.16,2026-03-06 15:00:00,MID_RAZORPAY_8839,2092.17,11348.86,INVOICED
INV_2026_300169,ORD_INV_200169,Ishaan Khatter,18241.59,2026-03-06 15:45:00,MID_RAZORPAY_8839,3283.49,17811.09,INVOICED
INV_2026_300170,ORD_INV_200170,Vikram Malhotra,7124.61,2026-03-06 16:30:00,MID_RAZORPAY_8839,1282.43,6956.47,INVOICED
INV_2026_300171,ORD_INV_200171,Meera Nambiar,44728.44,2026-03-06 17:15:00,MID_RAZORPAY_8839,8051.12,43672.85,INVOICED
INV_2026_300172,ORD_INV_200172,Ananya Rao,5000.0,2026-03-06 18:00:00,MID_RAZORPAY_8839,900.0,4882.0,INVOICED
INV_2026_300173,ORD_INV_200173,Rahul Dravid,20465.47,2026-03-06 18:45:00,MID_RAZORPAY_8839,3683.78,19982.48,INVOICED
INV_2026_300174,ORD_INV_200174,Varun Dhawan,13985.23,2026-03-06 19:30:00,MID_RAZORPAY_8839,2517.34,13655.18,INVOICED
INV_2026_300175,ORD_INV_200175,Rahul Dravid,42659.9,2026-03-06 20:15:00,MID_RAZORPAY_8839,7678.78,41653.12,INVOICED
INV_2026_300176,ORD_INV_200176,Siddharth Nair,29838.12,2026-03-06 21:00:00,MID_RAZORPAY_8839,5370.86,29133.94,INVOICED
INV_2026_300177,ORD_INV_200177,Deepika Sen,24996.45,2026-03-06 21:45:00,MID_RAZORPAY_8839,4499.36,24406.53,INVOICED
INV_2026_300178,ORD_INV_200178,Deepika Sen,20464.99,2026-03-06 22:30:00,MID_RAZORPAY_8839,3683.7,19982.02,INVOICED
INV_2026_300179,ORD_INV_200179,Rahul Dravid,1807.37,2026-03-06 23:15:00,MID_RAZORPAY_8839,325.33,1764.71,INVOICED
INV_2026_300180,ORD_INV_200180,Pooja Mehta,3528.18,2026-03-07 00:00:00,MID_RAZORPAY_8839,635.07,3444.92,INVOICED
INV_2026_300181,ORD_INV_200181,Sneha Kulkarni,19332.45,2026-03-07 00:45:00,MID_RAZORPAY_8839,3479.84,18876.2,INVOICED
