transaction_id,order_id,utr,customer_name,payment_method,gross_amount,expected_settlement,actual_bank_credit,settlement_date,bank_date,status
TXN_RZP_100010,ORD_INV_200010,UTR_HDFC_800010,Meera Nambiar,Debit Card,29615.34,28916.41,28916.41,2026-03-01 16:30:00,2026-03-02 16:30:00,EXCEPTION
TXN_RZP_100011,ORD_INV_200011,UTR_HDFC_800011,Manish Tiwari,NetBanking,12176.9,11889.52,11889.52,2026-03-01 17:15:00,2026-03-02 17:15:00,EXCEPTION
TXN_RZP_100012,ORD_INV_200012,UTR_HDFC_800012,Sneha Kulkarni,Wallet,33704.17,32908.76,32908.76,2026-03-01 18:00:00,2026-03-02 18:00:00,EXCEPTION
TXN_RZP_100013,ORD_INV_200013,UTR_HDFC_800013,Rhea Kapoor,Wallet,16513.14,16123.43,16123.43,2026-03-01 18:45:00,2026-03-02 18:45:00,EXCEPTION
TXN_RZP_100014,ORD_INV_200014,UTR_HDFC_800014,Rohit Verma,Wallet,4409.11,4305.06,4305.06,2026-03-01 19:30:00,2026-03-02 19:30:00,MATCHED
TXN_RZP_100015,ORD_INV_200015,UTR_HDFC_800015,Priya Patel,UPI,28365.47,27696.04,27696.04,2026-03-01 20:15:00,2026-03-03 20:15:00,MATCHED
TXN_RZP_100016,ORD_INV_200016,UTR_HDFC_800016,Rhea Kapoor,Wallet,17529.86,17116.15,17116.15,2026-03-01 21:00:00,2026-03-04 21:00:00,MATCHED
TXN_RZP_100017,ORD_INV_200017,UTR_HDFC_800017,Rahul Dravid,NetBanking,43708.65,42677.13,42677.13,2026-03-01 21:45:00,2026-03-02 21:45:00,MATCHED
TXN_RZP_100018,ORD_INV_200018,UTR_HDFC_800018,Aarav Sharma,UPI,34667.93,33849.77,33849.77,2026-03-01 22:30:00,2026-03-02 22:30:00,MATCHED
TXN_RZP_100019,ORD_INV_200019,UTR_HDFC_800019,Karan Singhania,UPI,19762.27,19295.87,19295.87,2026-03-01 23:15:00,2026-03-02 23:15:00,MATCHED
TXN_RZP_100020,ORD_INV_200020,UTR_HDFC_800020,Varun Dhawan,UPI,43744.8,42712.42,42712.42,2026-03-02 00:00:00,2026-03-03 00:00:00,MATCHED
TXN_RZP_100021,ORD_INV_200021,UTR_HDFC_800021,Deepika Sen,Wallet,39218.65,38293.09,38293.09,2026-03-02 00:45:00,2026-03-03 00:45:00,MATCHED
TXN_RZP_100022,ORD_INV_200022,UTR_HDFC_800020,Pooja Mehta,Wallet,7174.27,7004.95,7004.95,2026-03-02 01:30:00,2026-03-03 01:30:00,EXCEPTION
TXN_RZP_100023,ORD_INV_200023,UTR_HDFC_800023,Deepika Sen,Wallet,27092.88,26453.49,26453.49,2026-03-02 02:15:00,2026-03-03 02:15:00,MATCHED
TXN_RZP_100024,ORD_INV_200024,UTR_HDFC_800024,Ishaan Khatter,UPI,41834.25,40846.96,40846.96,2026-03-02 03:00:00,2026-03-03 03:00:00,MATCHED
TXN_RZP_100025,ORD_INV_200025,UTR_HDFC_800025,Pooja Mehta,Credit Card,11104.92,10842.84,10842.84,2026-03-02 03:45:00,2026-03-03 03:45:00,MATCHED
TXN_RZP_100026,ORD_INV_200026,UTR_HDFC_800026,Meera Nambiar,UPI,33029.67,32250.17,32250.17,2026-03-02 04:30:00,2026-03-03 04:30:00,MATCHED
TXN_RZP_100027,ORD_INV_200027,UTR_HDFC_800027,Vikram Malhotra,Wallet,6082.68,5939.13,5939.13,2026-03-02 05:15:00,2026-03-03 05:15:00,MATCHED
TXN_RZP_100028,ORD_INV_200028,UTR_HDFC_800028,Ishaan Khatter,Wallet,12184.78,11897.21,11897.21,2026-03-02 06:00:00,2026-03-03 06:00:00,MATCHED
TXN_RZP_100029,ORD_INV_200029,UTR_HDFC_800029,Rahul Dravid,NetBanking,41825.99,40838.9,40838.9,2026-03-02 06:45:00,2026-03-03 06:45:00,MATCHED
TXN_RZP_100030,ORD_INV_200030,UTR_HDFC_800030,Siddharth Nair,Debit Card,44783.42,43726.53,43726.53,2026-03-02 07:30:00,2026-03-03 07:30:00,MATCHED
TXN_RZP_100031,ORD_INV_200031,UTR_HDFC_800031,Neha Gupta,NetBanking,5752.84,5617.07,5617.07,2026-03-02 08:15:00,2026-03-03 08:15:00,MATCHED
TXN_RZP_100032,ORD_INV_200032,UTR_HDFC_800032,Sneha Kulkarni,UPI,1289.18,1258.76,1258.76,2026-03-02 09:00:00,2026-03-03 09:00:00,MATCHED
TXN_RZP_100033,ORD_INV_200033,UTR_HDFC_800033,Nikhil Chopra,Credit Card,671.07,655.23,655.23,2026-03-02 09:45:00,2026-03-03 09:45:00,MATCHED
TXN_RZP_100034,ORD_INV_200034,UTR_HDFC_800034,Priya Patel,Credit Card,40777.0,39814.66,39814.66,2026-03-02 10:30:00,2026-03-03 10:30:00,MATCHED
TXN_RZP_100035,ORD_INV_200035,UTR_HDFC_800035,Karan Singhania,UPI,12784.01,12482.31,12482.31,2026-03-02 11:15:00,2026-03-03 11:15:00,MATCHED
TXN_RZP_100036,ORD_INV_200036,UTR_HDFC_800036,Ishaan Khatter,Credit Card,32647.69,31877.21,31877.21,2026-03-02 12:00:00,2026-03-03 12:00:00,MATCHED
TXN_RZP_100037,ORD_INV_200037,UTR_HDFC_800037,Meera Nambiar,Wallet,11199.83,10935.51,10935.51,2026-03-02 12:45:00,2026-03-03 12:45:00,MATCHED
TXN_RZP_100038,ORD_INV_200038,UTR_HDFC_800038,Ishaan Khatter,NetBanking,4561.65,4454.0,4454.0,2026-03-02 13:30:00,2026-03-03 13:30:00,MATCHED
TXN_RZP_100039,ORD_INV_200039,UTR_HDFC_800039,Rhea Kapoor,Debit Card,18705.72,18264.27,18264.27,2026-03-02 14:15:00,2026-03-03 14:15:00,MATCHED
TXN_RZP_100040,ORD_INV_200040,UTR_HDFC_800040,Priya Patel,UPI,18327.04,17894.52,17894.52,2026-03-02 15:00:00,2026-03-03 15:00:00,MATCHED
TXN_RZP_100041,ORD_INV_200041,UTR_HDFC_800041,Karan Singhania,UPI,8904.5,8694.35,8694.35,2026-03-02 15:45:00,2026-03-03 15:45:00,MATCHED
TXN_RZP_100042,ORD_INV_200042,UTR_HDFC_800042,Nikhil Chopra,NetBanking,19187.02,18734.21,18734.21,2026-03-02 16:30:00,2026-03-03 16:30:00,MATCHED
TXN_RZP_100043,ORD_INV_200043,UTR_HDFC_800043,Aditya Joshi,NetBanking,39395.8,38466.05,38466.05,2026-03-02 17:15:00,2026-03-03 17:15:00,MATCHED
TXN_RZP_100044,ORD_INV_200043,UTR_HDFC_800044,Vikram Malhotra,NetBanking,2608.77,2547.2,2547.2,2026-03-02 18:00:00,2026-03-03 18:00:00,EXCEPTION
TXN_RZP_100045,ORD_INV_200045,UTR_HDFC_800045,Nikhil Chopra,UPI,41712.29,40727.87,40727.87,2026-03-02 18:45:00,2026-03-03 18:45:00,MATCHED
TXN_RZP_100046,ORD_INV_200046,UTR_HDFC_800046,Sneha Kulkarni,Credit Card,22033.88,21513.88,21513.88,2026-03-02 19:30:00,2026-03-03 19:30:00,MATCHED
TXN_RZP_100047,ORD_INV_200047,UTR_HDFC_800047,Siddharth Nair,NetBanking,7701.05,7519.31,5208.99,2026-03-02 20:15:00,2026-03-03 20:15:00,EXCEPTION
TXN_RZP_100048,ORD_INV_200048,UTR_HDFC_800048,Aarav Sharma,NetBanking,41719.03,40734.46,40734.46,2026-03-02 21:00:00,2026-03-03 21:00:00,MATCHED
TXN_RZP_100049,ORD_INV_200049,UTR_HDFC_800049,Varun Dhawan,Debit Card,31452.81,30710.52,0.0,2026-03-02 21:45:00,,EXCEPTION
TXN_RZP_100050,ORD_INV_200050,UTR_HDFC_800050,Nikhil Chopra,NetBanking,8828.94,8620.58,8620.58,2026-03-02 22:30:00,2026-03-03 22:30:00,MATCHED
TXN_RZP_100051,ORD_INV_200051,UTR_HDFC_800051,Siddharth Nair,UPI,33747.11,32950.68,32950.68,2026-03-02 23:15:00,2026-03-03 23:15:00,MATCHED
TXN_RZP_100052,ORD_INV_200052,UTR_HDFC_800052,Priya Patel,UPI,22802.27,22264.13,21864.13,2026-03-03 00:00:00,2026-03-04 00:00:00,EXCEPTION
TXN_RZP_100053,ORD_INV_200053,UTR_HDFC_800053,Tanvi Deshmukh,Credit Card,43248.78,42228.1,42228.1,2026-03-03 00:45:00,2026-03-04 00:45:00,MATCHED
TXN_RZP_100054,ORD_INV_200054,UTR_HDFC_800054,Vikram Malhotra,Credit Card,26918.32,26283.04,26283.04,2026-03-03 01:30:00,2026-03-04 01:30:00,MATCHED
TXN_RZP_100055,ORD_INV_200055,UTR_HDFC_800055,Sneha Kulkarni,NetBanking,42392.27,41391.81,41391.81,2026-03-03 02:15:00,2026-03-04 02:15:00,MATCHED
TXN_RZP_100056,ORD_INV_200056,UTR_HDFC_800056,Meera Nambiar,Credit Card,28005.38,27344.45,27344.45,2026-03-03 03:00:00,2026-03-04 03:00:00,MATCHED
TXN_RZP_100057,ORD_INV_200057,UNKNOWN,Rhea Kapoor,Wallet,42084.63,41091.44,0.0,2026-03-03 03:45:00,,EXCEPTION
TXN_RZP_100058,ORD_INV_200058,UTR_HDFC_800058,Siddharth Nair,Debit Card,12209.69,11921.55,11921.55,2026-03-03 04:30:00,2026-03-04 04:30:00,MATCHED
TXN_RZP_100059,ORD_INV_200059,UTR_HDFC_800059,Rohit Verma,Debit Card,14467.31,14125.88,14125.88,2026-03-03 05:15:00,2026-03-04 05:15:00,MATCHED
TXN_RZP_100060,ORD_INV_200060,UTR_HDFC_800060,Vikram Malhotra,UPI,28084.76,27421.95,27421.95,2026-03-03 06:00:00,2026-03-04 06:00:00,MATCHED
TXN_RZP_100061,ORD_INV_200061,UTR_HDFC_800061,Meera Nambiar,UPI,24355.38,23780.59,23780.59,2026-03-03 06:45:00,2026-03-04 06:45:00,MATCHED
TXN_RZP_100062,ORD_INV_200062,UTR_HDFC_800062,Tanvi Deshmukh,Debit Card,42020.03,41028.36,41028.36,2026-03-03 07:30:00,2026-03-04 07:30:00,MATCHED
TXN_RZP_100063,ORD_INV_200063,UTR_HDFC_800063,Vikram Malhotra,Credit Card,13074.69,12766.13,12534.71,2026-03-03 08:15:00,2026-03-04 08:15:00,EXCEPTION
TXN_RZP_100064,ORD_INV_200064,UTR_HDFC_800064,Varun Dhawan,Wallet,27661.41,27008.6,27008.6,2026-03-03 09:00:00,2026-03-04 09:00:00,MATCHED
TXN_RZP_100065,ORD_INV_200065,UTR_HDFC_800065,Tanvi Deshmukh,UPI,41952.91,40962.82,40962.82,2026-03-03 09:45:00,2026-03-04 09:45:00,MATCHED
TXN_RZP_100066,ORD_INV_200066,UTR_HDFC_800066,Ananya Rao,Credit Card,5503.89,5374.0,5374.0,2026-03-03 10:30:00,2026-03-04 10:30:00,MATCHED
TXN_RZP_100067,ORD_INV_200067,UTR_HDFC_800067,Ananya Rao,Wallet,12510.35,12215.1,12215.1,2026-03-03 11:15:00,2026-03-04 11:15:00,MATCHED
TXN_RZP_100068,ORD_INV_200068,UTR_HDFC_800068,Rahul Dravid,Credit Card,9440.62,9217.82,9217.82,2026-03-03 12:00:00,2026-03-04 12:00:00,MATCHED
TXN_RZP_100069,ORD_INV_200069,UTR_HDFC_800069,Aditya Joshi,Wallet,11562.56,11289.68,11289.68,2026-03-03 12:45:00,2026-03-04 12:45:00,MATCHED
TXN_RZP_100070,ORD_INV_200070,UTR_HDFC_800070,Priya Patel,UPI,37380.39,36498.21,36498.21,2026-03-03 13:30:00,2026-03-04 13:30:00,MATCHED
TXN_RZP_100071,ORD_INV_200071,UTR_HDFC_800071,Priya Patel,UPI,34780.47,33959.65,33947.15,2026-03-03 14:15:00,2026-03-04 14:15:00,EXCEPTION
TXN_RZP_100072,ORD_INV_200072,UTR_HDFC_800072,Aditya Joshi,Credit Card,24982.53,24392.94,24392.94,2026-03-03 15:00:00,2026-03-04 15:00:00,MATCHED
TXN_RZP_100073,ORD_INV_200073,UTR_HDFC_800073,Rhea Kapoor,Wallet,5345.17,5219.03,5219.03,2026-03-03 15:45:00,2026-03-04 15:45:00,MATCHED
TXN_RZP_100074,ORD_INV_200074,UTR_HDFC_800074,Rohit Verma,Wallet,37614.67,36726.97,36726.97,2026-03-03 16:30:00,2026-03-04 16:30:00,MATCHED
TXN_RZP_100075,ORD_INV_200075,UTR_HDFC_800075,Meera Nambiar,Wallet,19539.98,19078.84,19078.84,2026-03-03 17:15:00,2026-03-04 17:15:00,MATCHED
TXN_RZP_100076,ORD_INV_200076,UTR_HDFC_800076,Priya Patel,Debit Card,40489.52,39533.97,39533.97,2026-03-03 18:00:00,2026-03-04 18:00:00,MATCHED
TXN_RZP_100077,ORD_INV_200077,UTR_HDFC_800077,Priya Patel,Debit Card,30804.28,30077.29,30077.29,2026-03-03 18:45:00,2026-03-04 18:45:00,MATCHED
TXN_RZP_100078,ORD_INV_200078,UTR_HDFC_800078,Ananya Rao,Debit Card,43831.82,42797.38,42797.38,2026-03-03 19:30:00,2026-03-04 19:30:00,MATCHED
TXN_RZP_100079,ORD_INV_200079,UTR_HDFC_800079,Rohit Verma,Credit Card,43937.6,42900.67,42850.67,2026-03-03 20:15:00,2026-03-04 20:15:00,EXCEPTION
TXN_RZP_100080,ORD_INV_200080,UTR_HDFC_800080,Deepika Sen,NetBanking,8358.45,8161.19,8161.19,2026-03-03 21:00:00,2026-03-04 21:00:00,MATCHED
TXN_RZP_100081,ORD_INV_200081,UTR_HDFC_800081,Karan Singhania,NetBanking,12262.87,11973.46,11973.46,2026-03-03 21:45:00,2026-03-04 21:45:00,MATCHED
TXN_RZP_100082,ORD_INV_200082,UTR_HDFC_800082,Ananya Rao,NetBanking,38686.19,37773.2,37773.2,2026-03-03 22:30:00,2026-03-04 22:30:00,MATCHED
TXN_RZP_100083,ORD_INV_200083,UTR_HDFC_800083,Sneha Kulkarni,Credit Card,15962.25,15585.53,15585.53,2026-03-03 23:15:00,2026-03-04 23:15:00,MATCHED
TXN_RZP_100084,ORD_INV_200084,UTR_HDFC_800084,Sneha Kulkarni,Credit Card,29820.48,29116.72,29116.72,2026-03-04 00:00:00,2026-03-05 00:00:00,MATCHED
TXN_RZP_100085,ORD_INV_200085,UTR_HDFC_800085,Manish Tiwari,Debit Card,38943.36,38024.29,38024.29,2026-03-04 00:45:00,2026-03-05 00:45:00,MATCHED
TXN_RZP_100086,ORD_INV_200086,UTR_HDFC_800086,Aditya Joshi,Debit Card,30690.48,29966.18,29966.18,2026-03-04 01:30:00,2026-03-05 01:30:00,MATCHED
TXN_RZP_100087,ORD_INV_200087,UTR_HDFC_800087,Nikhil Chopra,Debit Card,5500.01,5370.21,5370.21,2026-03-04 02:15:00,2026-03-05 02:15:00,MATCHED
TXN_RZP_100088,ORD_INV_200088,UTR_HDFC_800088,Aditya Joshi,Credit Card,2058.18,2009.61,2009.61,2026-03-04 03:00:00,2026-03-05 03:00:00,MATCHED
TXN_RZP_100089,ORD_INV_200089,UTR_HDFC_800089,Rahul Dravid,NetBanking,32879.54,32103.58,32103.58,2026-03-04 03:45:00,2026-03-05 03:45:00,MATCHED
TXN_RZP_100090,ORD_INV_200090,UTR_HDFC_800090,Karan Singhania,NetBanking,17548.98,17134.82,17134.82,2026-03-04 04:30:00,2026-03-05 04:30:00,MATCHED
TXN_RZP_100091,ORD_INV_200091,UTR_HDFC_800091,Meera Nambiar,Credit Card,2331.86,2276.82,2276.82,2026-03-04 05:15:00,2026-03-05 05:15:00,MATCHED
TXN_RZP_100092,ORD_INV_200092,UTR_HDFC_800092,Rhea Kapoor,UPI,16612.49,16220.43,16220.43,2026-03-04 06:00:00,2026-03-05 06:00:00,MATCHED
TXN_RZP_100093,ORD_INV_200093,UTR_HDFC_800093,Vikram Malhotra,Debit Card,29970.25,29262.95,29262.95,2026-03-04 06:45:00,2026-03-05 06:45:00,MATCHED
TXN_RZP_100094,ORD_INV_200094,UTR_HDFC_800094,Ananya Rao,Debit Card,30126.77,29415.77,29415.77,2026-03-04 07:30:00,2026-03-05 07:30:00,MATCHED
TXN_RZP_100095,ORD_INV_200095,UTR_HDFC_800095,Karan Singhania,NetBanking,25104.52,24512.05,24512.05,2026-03-04 08:15:00,2026-03-05 08:15:00,MATCHED
TXN_RZP_100096,ORD_INV_200096,UTR_HDFC_800096,Siddharth Nair,NetBanking,30592.25,29870.27,29870.27,2026-03-04 09:00:00,2026-03-05 09:00:00,MATCHED
TXN_RZP_100097,ORD_INV_200097,UTR_HDFC_800097,Deepika Sen,Wallet,18481.26,18045.1,18045.1,2026-03-04 09:45:00,2026-03-05 09:45:00,MATCHED
TXN_RZP_100098,ORD_INV_200098,UTR_HDFC_800098,Aarav Sharma,Debit Card,9734.66,9504.93,9504.93,2026-03-04 10:30:00,2026-03-05 10:30:00,MATCHED
TXN_RZP_100099,ORD_INV_200099,UTR_HDFC_800099,Meera Nambiar,Wallet,21111.72,20613.49,20613.49,2026-03-04 11:15:00,2026-03-05 11:15:00,MATCHED
TXN_RZP_100100,ORD_INV_200100,UTR_HDFC_800100,Varun Dhawan,Credit Card,35790.29,34945.63,34945.63,2026-03-04 12:00:00,2026-03-05 12:00:00,MATCHED
TXN_RZP_100101,ORD_INV_200101,UTR_HDFC_800101,Deepika Sen,UPI,23364.93,22813.52,11406.76,2026-03-04 12:45:00,2026-03-05 12:45:00,EXCEPTION
TXN_RZP_100102,ORD_INV_200102,UTR_HDFC_800102,Rahul Dravid,Debit Card,36892.61,36021.95,36021.95,2026-03-04 13:30:00,2026-03-05 13:30:00,MATCHED
TXN_RZP_100103,ORD_INV_200103,UTR_HDFC_800103,Sneha Kulkarni,Debit Card,36363.03,35504.86,35504.86,2026-03-04 14:15:00,2026-03-05 14:15:00,MATCHED
TXN_RZP_100104,ORD_INV_200104,UTR_HDFC_800104,Rohit Verma,UPI,11282.22,11015.96,11015.96,2026-03-04 15:00:00,2026-03-05 15:00:00,MATCHED
TXN_RZP_100105,ORD_INV_200105,UTR_HDFC_800105,Ishaan Khatter,Wallet,20684.33,20196.18,20196.18,2026-03-04 15:45:00,2026-03-05 15:45:00,MATCHED
TXN_RZP_100106,ORD_INV_200106,UTR_HDFC_800106,Meera Nambiar,Credit Card,22423.94,21894.73,21894.73,2026-03-04 16:30:00,2026-03-05 16:30:00,MATCHED
TXN_RZP_100107,ORD_INV_200107,UTR_HDFC_800107,Sneha Kulkarni,Credit Card,40207.26,39258.36,39258.36,2026-03-04 17:15:00,2026-03-05 17:15:00,MATCHED
TXN_RZP_100108,ORD_INV_200108,UTR_HDFC_800108,Ananya Rao,NetBanking,8203.34,8009.74,8009.74,2026-03-04 18:00:00,2026-03-05 18:00:00,MATCHED
TXN_RZP_100109,ORD_INV_200109,UTR_HDFC_800109,Tanvi Deshmukh,NetBanking,25238.17,24642.55,24642.55,2026-03-04 18:45:00,2026-03-05 18:45:00,MATCHED
TXN_RZP_100110,ORD_INV_200110,UTR_HDFC_800110,Ananya Rao,NetBanking,36133.25,35280.5,35281.25,2026-03-04 19:30:00,2026-03-05 19:30:00,EXCEPTION
TXN_RZP_100111,ORD_INV_200111,UTR_HDFC_800111,Tanvi Deshmukh,Wallet,42769.27,41759.91,41759.91,2026-03-04 20:15:00,2026-03-05 20:15:00,EXCEPTION
TXN_RZP_100112,ORD_INV_200112,UTR_HDFC_800112,Varun Dhawan,Wallet,37434.91,36551.44,36551.44,2026-03-04 21:00:00,2026-03-05 21:00:00,MATCHED
TXN_RZP_100113,ORD_INV_200113,UTR_HDFC_800113,Nikhil Chopra,NetBanking,33554.22,32762.35,32762.35,2026-03-04 21:45:00,2026-03-05 21:45:00,MATCHED
TXN_RZP_100114,ORD_INV_200114,UTR_HDFC_800114,Ishaan Khatter,NetBanking,33916.83,33116.39,33116.39,2026-03-04 22:30:00,2026-03-05 22:30:00,MATCHED
TXN_RZP_100115,ORD_INV_200115,UTR_HDFC_800115,Aditya Joshi,Wallet,28334.32,27665.63,27665.63,2026-03-04 23:15:00,2026-03-05 23:15:00,MATCHED
TXN_RZP_100116,ORD_INV_200116,UTR_HDFC_800116,Aditya Joshi,NetBanking,32209.78,31449.62,31449.62,2026-03-05 00:00:00,2026-03-06 00:00:00,MATCHED
TXN_RZP_100117,ORD_INV_200117,UTR_HDFC_800117,Sneha Kulkarni,Debit Card,14625.03,14279.88,14279.88,2026-03-05 00:45:00,2026-03-06 00:45:00,MATCHED
TXN_RZP_100118,ORD_INV_200118,UTR_HDFC_800118,Nikhil Chopra,UPI,7084.59,6917.4,6917.4,2026-03-05 01:30:00,2026-03-06 01:30:00,MATCHED
TXN_RZP_100119,ORD_INV_200119,UTR_HDFC_800119,Manish Tiwari,Credit Card,3217.82,3141.88,3141.88,2026-03-05 02:15:00,2026-03-06 02:15:00,MATCHED
TXN_RZP_100120,ORD_INV_200120,UTR_HDFC_800120,Rhea Kapoor,Debit Card,18914.32,18467.94,18467.94,2026-03-05 03:00:00,2026-03-06 03:00:00,MATCHED
TXN_RZP_100121,ORD_INV_200121,UTR_HDFC_800121,Siddharth Nair,NetBanking,40751.04,39789.32,39789.32,2026-03-05 03:45:00,2026-03-06 03:45:00,MATCHED
TXN_RZP_100122,ORD_INV_200122,UTR_HDFC_800122,Meera Nambiar,UPI,21647.15,21136.28,21136.28,2026-03-05 04:30:00,2026-03-06 04:30:00,MATCHED
TXN_RZP_100123,ORD_INV_200123,UTR_HDFC_800123,Neha Gupta,Debit Card,38456.45,37548.88,37548.88,2026-03-05 05:15:00,2026-03-06 05:15:00,MATCHED
TXN_RZP_100124,ORD_INV_200124,UTR_HDFC_800124,Rhea Kapoor,Wallet,22149.45,21626.72,21626.72,2026-03-05 06:00:00,2026-03-06 06:00:00,MATCHED
TXN_RZP_100125,ORD_INV_200125,UTR_HDFC_800125,Aditya Joshi,NetBanking,1645.96,1607.11,1257.11,2026-03-05 06:45:00,2026-03-06 06:45:00,EXCEPTION
TXN_RZP_100126,ORD_INV_200126,UTR_HDFC_800126,Karan Singhania,NetBanking,37878.58,36984.65,36984.65,2026-03-05 07:30:00,2026-03-06 07:30:00,MATCHED
TXN_RZP_100127,ORD_INV_200127,UTR_HDFC_800127,Rohit Verma,Wallet,40844.37,39880.44,39880.44,2026-03-05 08:15:00,2026-03-06 08:15:00,MATCHED
TXN_RZP_100128,ORD_INV_200128,UTR_HDFC_800128,Meera Nambiar,Wallet,4098.25,4001.53,4001.53,2026-03-05 09:00:00,2026-03-06 09:00:00,MATCHED
TXN_RZP_100129,ORD_INV_200129,UTR_HDFC_800129,Rhea Kapoor,Credit Card,8464.2,8264.45,8264.45,2026-03-05 09:45:00,2026-03-06 09:45:00,MATCHED
TXN_RZP_100130,ORD_INV_200130,UTR_HDFC_800130,Aditya Joshi,NetBanking,9800.63,9569.34,9569.34,2026-03-05 10:30:00,2026-03-06 10:30:00,MATCHED
TXN_RZP_100131,ORD_INV_200131,UTR_HDFC_800131,Karan Singhania,Debit Card,12774.16,12472.69,12472.69,2026-03-05 11:15:00,2026-03-06 11:15:00,MATCHED
TXN_RZP_100132,ORD_INV_200132,UTR_HDFC_800132,Rhea Kapoor,Debit Card,21349.2,20845.36,20845.36,2026-03-05 12:00:00,2026-03-06 12:00:00,MATCHED
TXN_RZP_100133,ORD_INV_200133,UTR_HDFC_800133,Nikhil Chopra,UPI,10361.52,10116.99,10116.99,2026-03-05 12:45:00,2026-03-06 12:45:00,MATCHED
TXN_RZP_100134,ORD_INV_200134,UTR_HDFC_800134,Vikram Malhotra,UPI,42750.16,41741.26,41741.26,2026-03-05 13:30:00,2026-03-06 13:30:00,MATCHED
TXN_RZP_100135,ORD_INV_200135,UTR_HDFC_800135,Siddharth Nair,UPI,11001.03,10741.41,10741.41,2026-03-05 14:15:00,2026-03-06 14:15:00,MATCHED
TXN_RZP_100136,ORD_INV_200136,UTR_HDFC_800136,Ishaan Khatter,UPI,21113.77,20615.48,20615.48,2026-03-05 15:00:00,2026-03-06 15:00:00,MATCHED
TXN_RZP_100137,ORD_INV_200137,UTR_HDFC_800137,Aditya Joshi,Debit Card,27403.11,26756.4,26756.4,2026-03-05 15:45:00,2026-03-06 15:45:00,MATCHED
TXN_RZP_100138,ORD_INV_200138,UTR_HDFC_800138,Ananya Rao,Credit Card,5176.61,5054.44,5054.44,2026-03-05 16:30:00,2026-03-06 16:30:00,MATCHED
TXN_RZP_100139,ORD_INV_200139,UTR_HDFC_800139,Aarav Sharma,Debit Card,18060.62,17634.39,17634.39,2026-03-05 17:15:00,2026-03-06 17:15:00,MATCHED
TXN_RZP_100140,ORD_INV_200140,UTR_HDFC_800140,Siddharth Nair,UPI,4899.89,4784.25,0.0,2026-03-05 18:00:00,,EXCEPTION
TXN_RZP_100141,ORD_INV_200141,UTR_HDFC_800141,Pooja Mehta,Wallet,35901.55,35054.27,35054.27,2026-03-05 18:45:00,2026-03-06 18:45:00,MATCHED
TXN_RZP_100142,ORD_INV_200142,UTR_HDFC_800142,Meera Nambiar,UPI,24137.08,23567.45,23567.45,2026-03-05 19:30:00,2026-03-06 19:30:00,MATCHED
TXN_RZP_100143,ORD_INV_200143,UTR_HDFC_800143,Neha Gupta,UPI,914.92,893.33,893.33,2026-03-05 20:15:00,2026-03-06 20:15:00,MATCHED
TXN_RZP_100144,ORD_INV_200144,UTR_HDFC_800144,Rhea Kapoor,NetBanking,19706.82,19241.73,19241.73,2026-03-05 21:00:00,2026-03-06 21:00:00,MATCHED
TXN_RZP_100145,ORD_INV_200145,UTR_HDFC_800145,Neha Gupta,NetBanking,19794.5,19327.35,19327.35,2026-03-05 21:45:00,2026-03-06 21:45:00,MATCHED
TXN_RZP_100146,ORD_INV_200146,UTR_HDFC_800146,Tanvi Deshmukh,Debit Card,21106.61,20608.5,20608.5,2026-03-05 22:30:00,2026-03-06 22:30:00,MATCHED
